Epoch	Epoch_time	Total_Loss	Average_F1_micro
0	5.762340784072876	4838.1193771362305	0.4656950458830023
1	0.5226645469665527	4540.686267852783	0.5163868502573243
2	0.520667552947998	4311.490371704102	0.5610504179321326
3	0.5147457122802734	4096.000598907471	0.5923128476327546
4	0.5287103652954102	3848.565227508545	0.6277201769957687
5	0.5235145092010498	3496.562126159668	0.6750838661813712
6	0.5245587825775146	3139.3197288513184	0.7190222550576404
7	0.5314600467681885	2792.499656677246	0.7600320643821687
8	0.5257308483123779	2518.727771759033	0.7894561672615179
9	0.5286974906921387	2184.571762084961	0.8250861481524377
10	0.5317156314849854	1911.1600303649902	0.8509286089862231
11	0.5255618095397949	1719.193151473999	0.867991250936027
12	0.5278298854827881	1528.8885517120361	0.884560751354095
13	0.5297281742095947	1344.7640171051025	0.9012146747270304
14	0.5308527946472168	1204.902455329895	0.9136850458183075
15	0.535632848739624	1073.4425687789917	0.9232873932064155
16	0.52760910987854	977.7087364196777	0.9317438759575851
17	0.5344948768615723	880.0700340270996	0.9389994958739885
18	0.5305609703063965	861.9285116195679	0.9405159256462203
19	0.5247135162353516	893.9740228652954	0.9377004123632148
20	0.5277237892150879	851.6667022705078	0.9408724621444313
21	0.5278866291046143	769.0117349624634	0.9474898436435288
22	0.53782057762146	715.4626212120056	0.9507770339734479
23	0.526771068572998	627.5939235687256	0.9573381887246188
24	0.5245802402496338	558.2293224334717	0.9622890879403491
25	0.5267457962036133	576.3650455474854	0.9609460955995568
26	0.529571533203125	647.4513382911682	0.956583990058904
27	0.5328128337860107	650.8477277755737	0.9561192786963926
28	0.5355112552642822	601.4745225906372	0.9588122967582668
29	0.5405786037445068	576.8951935768127	0.9606514603054116
30	0.5276145935058594	522.3904042243958	0.9648700310733741
31	0.5384674072265625	482.5596103668213	0.9672752625417873
32	0.5265130996704102	489.6640043258667	0.9665343679895521
33	0.5346279144287109	517.7471842765808	0.9652694759679994
34	0.53462815284729	611.7790794372559	0.9585244491824116
35	0.5315690040588379	632.5655941963196	0.9572643377716143
36	0.5345430374145508	544.6405081748962	0.9630694353866855
37	0.5326025485992432	448.96295976638794	0.9700052211163422
38	0.5305492877960205	431.52497458457947	0.971465245917853
39	0.5345680713653564	451.06760358810425	0.9704756520530139
40	0.5464527606964111	432.1496419906616	0.9708105004945139
41	0.5476353168487549	450.64310574531555	0.9697441782455414
42	0.5236361026763916	473.4180374145508	0.9682456965999119
43	0.5325114727020264	555.4168453216553	0.9628471703106942
44	0.5495946407318115	579.1671237945557	0.960674426034753
45	0.5355262756347656	514.8900556564331	0.964828961387446
46	0.5506083965301514	437.77249097824097	0.9705045917479598
47	0.5316004753112793	375.2932755947113	0.9754864827120032
48	0.5294280052185059	355.7824742794037	0.9761748234360728
49	0.528759241104126	368.4386763572693	0.9753279006595866
50	0.5326571464538574	379.4288022518158	0.9747412376174984
51	0.5226683616638184	421.2149133682251	0.9724367710910151
52	0.5295825004577637	528.9189887046814	0.9643533036145627
53	0.5256476402282715	535.6790170669556	0.9639283558671884
54	0.5327847003936768	523.4774632453918	0.9654519075848285
55	0.5286226272583008	430.81901955604553	0.9717770798984884
56	0.5288412570953369	354.51253867149353	0.9762815708366934
57	0.5368800163269043	382.19242572784424	0.9752715128943482
58	0.5278863906860352	458.5396718978882	0.9705996921153727
59	0.5376591682434082	460.57807660102844	0.968723811344837
60	0.5336894989013672	426.7962899208069	0.9711976659194071
61	0.521686315536499	423.67018961906433	0.9715428408521232
62	0.5366640090942383	407.8946828842163	0.9725137663729755
63	0.5278217792510986	365.30259823799133	0.975556978029112
64	0.5316646099090576	386.97433495521545	0.9741856187254223
65	0.526608943939209	410.2480652332306	0.9726183654623635
66	0.5395314693450928	396.72062063217163	0.9732115784976638
67	0.5335900783538818	423.8206865787506	0.9737684463278901
68	0.5255722999572754	395.4228754043579	0.9735449305301417
69	0.5315811634063721	362.0633544921875	0.9757943636492811
70	0.5325520038604736	369.3798828125	0.9755409478360965
71	0.5215961933135986	390.15599155426025	0.9744481382975717
72	0.5305345058441162	413.0469889640808	0.9736226836898311
73	0.5395598411560059	389.04529452323914	0.9736462853395139
74	0.5315971374511719	413.284451007843	0.972589963926716
75	0.5375967025756836	450.0589509010315	0.9698685006801222
76	0.5317192077636719	430.8598401546478	0.9708100403833108
77	0.5267453193664551	448.18186712265015	0.9698422123277495
78	0.5227181911468506	396.1490259170532	0.9737131778016025
79	0.541740894317627	342.5734281539917	0.9773038502111898
80	0.539531946182251	330.71085345745087	0.9782252293657819
81	0.5326809883117676	330.43025255203247	0.9779302908790086
82	0.5286684036254883	338.79951333999634	0.977501553438112
83	0.5385241508483887	335.4693670272827	0.9779085214882881
84	0.5316042900085449	380.56316232681274	0.9748291376209895
85	0.5246996879577637	477.30410838127136	0.9676826909707754
86	0.5285062789916992	479.5692672729492	0.9681033252176627
87	0.5297119617462158	479.5208592414856	0.9684879418043649
88	0.5316746234893799	388.77583408355713	0.9746501914666944
89	0.53369140625	314.65789771080017	0.9799491397951694
90	0.5336275100708008	269.48163199424744	0.9822860767553483
91	0.5355782508850098	253.48440730571747	0.9834986555121651
92	0.536583662033081	265.4108499288559	0.9824098167761299
93	0.5286705493927002	297.820415019989	0.9802301170182788
94	0.5257434844970703	357.397287607193	0.9764719867314889
95	0.5326602458953857	439.4107060432434	0.9709737692094531
96	0.5275239944458008	478.21789503097534	0.9677541159551486
97	0.5216515064239502	412.96460366249084	0.972047321996236
98	0.5285427570343018	349.2336537837982	0.9766225907499305
99	0.5413956642150879	304.4694986343384	0.9797886694455279
100	0.521700382232666	219.97468221187592	0.9867329846661299
101	0.5324869155883789	158.37879753112793	0.9909797070200468
102	0.5325295925140381	139.30711555480957	0.9922695452308979
103	0.5395712852478027	126.52598249912262	0.9927170615565458
104	0.5345149040222168	116.85446262359619	0.9931616293542571
105	0.5334289073944092	109.33697539567947	0.9935488033782001
106	0.5245258808135986	108.16032063961029	0.9934576406203277
107	0.5306336879730225	103.30841434001923	0.99388787116887
108	0.5355274677276611	102.18361151218414	0.9939147386368032
109	0.5326046943664551	98.72467401623726	0.9940578747593576
110	0.5256695747375488	98.10968619585037	0.9941569920500417
111	0.5354530811309814	93.00399807095528	0.9944472314529542
112	0.5346488952636719	93.50810724496841	0.9942023337494716
113	0.529639482498169	92.53171670436859	0.9942571707405349
114	0.5355477333068848	90.14303904771805	0.9944994279807965
115	0.5386860370635986	89.54638984799385	0.994497827616726
116	0.5335304737091064	89.02650916576385	0.9945002410030144
117	0.5325314998626709	87.3282068669796	0.9945519882928603
118	0.5295946598052979	87.08608792722225	0.9945817351260353
119	0.5286562442779541	87.44932022690773	0.9945034673386538
120	0.5277481079101562	82.89005014300346	0.9948089098309564
121	0.5306153297424316	83.19565284252167	0.9947919184364616
122	0.522714376449585	82.34471845626831	0.9948033711357577
123	0.5236053466796875	82.21621038019657	0.994986903714467
124	0.5295553207397461	80.19201117753983	0.9948311161817823
125	0.5216617584228516	79.5714153945446	0.9950054933922708
126	0.5275473594665527	78.98388530313969	0.9950035928593541
127	0.531564474105835	78.16868129372597	0.9951076418702017
128	0.5336103439331055	78.69851571321487	0.9948797568307656
129	0.5256433486938477	76.37298095226288	0.9952324953388477
130	0.523557186126709	75.19391334056854	0.9953975948243421
131	0.5175702571868896	75.41299369931221	0.9952095117163239
132	0.5286753177642822	74.55729728937149	0.9952539319486344
133	0.5416619777679443	75.63035249710083	0.9952157689393083
134	0.5206611156463623	74.90291146934032	0.995229950706565
135	0.540522575378418	75.20490136742592	0.9952274931674915
136	0.5316016674041748	75.8801822066307	0.9951747712535254
137	0.5297238826751709	72.67454721033573	0.9954234531072634
138	0.529597282409668	72.79065246880054	0.9953933318615311
139	0.5335943698883057	73.02172073721886	0.9952957553952476
140	0.5315587520599365	66.85424557328224	0.9959349844283738
141	0.5355899333953857	67.86236155033112	0.9958042548703451
142	0.534574031829834	65.54113681614399	0.9959123114837952
143	0.5324959754943848	66.38861678540707	0.9958699675723015
144	0.5276365280151367	65.23303167521954	0.9959366379829712
145	0.5426862239837646	65.30058600008488	0.9958741478823212
146	0.5315618515014648	64.81515151262283	0.996009317137451
147	0.530559778213501	63.197341576218605	0.9961043142285186
148	0.5285968780517578	64.60762053728104	0.9960493629756616
149	0.5364358425140381	63.77033865451813	0.996046177411236
150	0.5395693778991699	63.54503418505192	0.996101974255183
151	0.5276784896850586	62.36757782101631	0.9962393912774012
152	0.5314667224884033	64.72663916647434	0.9960189947977667
153	0.531702995300293	63.534718707203865	0.9960871498248555
154	0.5285990238189697	62.167106091976166	0.9961998285345324
155	0.5238645076751709	62.287841752171516	0.9960591628305259
156	0.5337896347045898	61.65619982779026	0.996192893286083
157	0.5296502113342285	62.2348168194294	0.9961104223639087
158	0.5326757431030273	63.1964151263237	0.9961041790846993
159	0.5278396606445312	62.87101532518864	0.9960416250764147
160	0.527733325958252	62.235968843102455	0.9960828468969276
161	0.5276820659637451	62.82616229355335	0.9960837334070787
162	0.529618501663208	62.00441989302635	0.9961164189263373
163	0.5386970043182373	61.77028186619282	0.9961995810445656
164	0.5337350368499756	60.957815796136856	0.9963087518857767
165	0.5228431224822998	61.217470452189445	0.9961612898898586
166	0.531832218170166	62.29873511195183	0.9962227143421767
167	0.5267956256866455	60.449381202459335	0.9963053711813084
168	0.5266752243041992	62.86578179895878	0.9960037928578359
169	0.5346457958221436	61.131747886538506	0.9963270895574208
170	0.5275619029998779	60.50584927201271	0.9962535241986405
171	0.5264332294464111	62.80948802828789	0.996076687121537
172	0.5267431735992432	62.12565468251705	0.9960163014706579
173	0.5415351390838623	61.848401233553886	0.9961630826548188
174	0.537431001663208	61.186489686369896	0.9960517473424986
175	0.5296611785888672	61.1482167840004	0.9961849762917353
176	0.5247101783752441	61.098347425460815	0.996125763898283
177	0.530691385269165	60.64745178818703	0.99616512101366
178	0.5276327133178711	61.07534724473953	0.9961633575836164
179	0.5315182209014893	59.638520777225494	0.9962472119772398
180	0.5236377716064453	58.92154107987881	0.9963214807248555
181	0.5286097526550293	59.79348041117191	0.9961734634461328
182	0.5239222049713135	59.65563425421715	0.9962974993100118
183	0.5236759185791016	59.42387315630913	0.9962946881530685
184	0.5230553150177002	60.544802129268646	0.9962098509182116
185	0.5195262432098389	60.69782368838787	0.9963059963714856
186	0.5339155197143555	60.28351905941963	0.9961890338580773
187	0.5266427993774414	60.259761810302734	0.9962523227982438
188	0.533759355545044	59.23943191766739	0.9963339936665674
189	0.5207715034484863	59.02937811613083	0.9963560782236499
190	0.5366451740264893	60.20113232731819	0.9962513508246362
191	0.5316596031188965	60.00249147415161	0.9962584936290696
192	0.5375416278839111	59.052128955721855	0.9963727482774596
193	0.5197958946228027	58.363167122006416	0.9964585663910416
194	0.544605016708374	58.74585270881653	0.9964150940370224
195	0.5297410488128662	60.541054636240005	0.9963204512349781
196	0.5377333164215088	58.186208084225655	0.9964286494278817
197	0.5297791957855225	60.47638687491417	0.996283781105984
198	0.5248532295227051	59.25851447880268	0.996306026564494
199	0.5266985893249512	57.02609211206436	0.9964541092501806
